time_s,sensor,measurement,innovation,innovation_sigma,nis,accepted
27.120000,telemetrum,pressure,-149.484686,250.505728,0.356089,True
27.120000,telemetrum,acceleration,-1.541153,14.298889,0.011617,True
27.125000,easymini,pressure,-163.589042,250.489904,0.426509,True
27.130000,telemetrum,pressure,-138.097078,250.505648,0.303902,True
27.130000,telemetrum,acceleration,0.574469,14.298889,0.001614,True
27.135000,easymini,pressure,-160.410023,250.489826,0.410093,True
27.140000,telemetrum,pressure,-169.754506,250.505568,0.459206,True
27.140000,telemetrum,acceleration,0.021787,14.298889,0.000002,True
27.145000,easymini,pressure,-164.126455,250.489744,0.429316,True
27.150000,telemetrum,pressure,-158.278165,250.505485,0.399216,True
27.150000,telemetrum,acceleration,-0.497813,14.298889,0.001212,True
27.155000,easymini,pressure,-159.882336,250.489663,0.407400,True
27.160000,telemetrum,pressure,-146.873715,250.505403,0.343759,True
27.160000,telemetrum,acceleration,0.024512,14.298889,0.000003,True
27.165000,easymini,pressure,-157.700090,250.489584,0.396355,True
27.170000,telemetrum,pressure,-135.523919,250.505323,0.292683,True
27.170000,telemetrum,acceleration,1.565600,14.298889,0.011988,True
27.175000,easymini,pressure,-146.562786,250.489506,0.342348,True
27.180000,telemetrum,pressure,-124.255128,250.505245,0.246034,True
27.180000,telemetrum,acceleration,0.983541,14.298889,0.004731,True
27.185000,easymini,pressure,-152.522719,250.489431,0.370758,True
27.190000,telemetrum,pressure,-187.017436,250.505168,0.557354,True
27.190000,telemetrum,acceleration,-0.616316,14.298889,0.001858,True
27.195000,easymini,pressure,-151.227861,250.489348,0.364490,True
27.200000,telemetrum,pressure,-175.549503,250.505084,0.491096,True
27.200000,telemetrum,acceleration,1.460362,14.298889,0.010431,True
27.205000,easymini,pressure,-154.970117,250.489266,0.382752,True
27.210000,telemetrum,pressure,-164.098902,250.505000,0.429120,True
27.210000,telemetrum,acceleration,-1.698652,14.298889,0.014113,True
27.215000,easymini,pressure,-156.773296,250.489186,0.391711,True
27.220000,telemetrum,pressure,-152.718617,250.504918,0.371665,True
27.220000,telemetrum,acceleration,0.423286,14.298889,0.000876,True
27.225000,easymini,pressure,-149.601456,250.489106,0.356692,True
27.230000,telemetrum,pressure,-141.398973,250.504838,0.318611,True
27.230000,telemetrum,acceleration,0.397945,14.298889,0.000775,True
27.235000,easymini,pressure,-149.506929,250.489028,0.356242,True
27.240000,telemetrum,pressure,-178.129893,250.504759,0.505640,True
27.240000,telemetrum,acceleration,1.402649,14.298889,0.009623,True
27.245000,easymini,pressure,-155.262771,250.488946,0.384200,True
27.250000,telemetrum,pressure,-166.685041,250.504675,0.442753,True
27.250000,telemetrum,acceleration,-1.244046,14.298889,0.007570,True
27.255000,easymini,pressure,-151.067230,250.488865,0.363717,True
27.260000,telemetrum,pressure,-155.329678,250.504593,0.384483,True
27.260000,telemetrum,acceleration,-0.170825,14.298889,0.000143,True
27.265000,easymini,pressure,-148.928646,250.488786,0.353492,True
27.270000,telemetrum,pressure,-144.023898,250.504513,0.330551,True
27.270000,telemetrum,acceleration,1.378366,14.298889,0.009292,True
27.275000,easymini,pressure,-150.834532,250.488707,0.362598,True
27.280000,telemetrum,pressure,-132.746999,250.504433,0.280814,True
27.280000,telemetrum,acceleration,-0.236270,14.298889,0.000273,True
27.285000,easymini,pressure,-139.795195,250.488630,0.311464,True
27.290000,telemetrum,pressure,-179.577509,250.504356,0.513894,True
27.290000,telemetrum,acceleration,-1.265099,14.298889,0.007828,True
27.295000,easymini,pressure,-139.626608,250.488550,0.310714,True
27.300000,telemetrum,pressure,-168.233493,250.504274,0.451019,True
27.300000,telemetrum,acceleration,0.328951,14.298889,0.000529,True
27.305000,easymini,pressure,-145.494782,250.488470,0.337380,True
27.310000,telemetrum,pressure,-156.902621,250.504192,0.392311,True
27.310000,telemetrum,acceleration,-0.212786,14.298889,0.000221,True
27.315000,easymini,pressure,-149.393580,250.488391,0.355704,True
27.320000,telemetrum,pressure,-145.610820,250.504111,0.337876,True
27.320000,telemetrum,acceleration,-2.271903,14.298889,0.025245,True
27.325000,easymini,pressure,-149.343644,250.488313,0.355466,True
27.330000,telemetrum,pressure,-134.387253,250.504032,0.287797,True
27.330000,telemetrum,acceleration,0.394474,14.298889,0.000761,True
27.335000,easymini,pressure,-146.321270,250.488236,0.341225,True
27.340000,telemetrum,pressure,-165.202990,250.503954,0.434917,True
27.340000,telemetrum,acceleration,-3.240215,14.298889,0.051350,True
27.345000,easymini,pressure,-149.223624,250.488156,0.354896,True
27.350000,telemetrum,pressure,-153.919307,250.503873,0.377535,True
27.350000,telemetrum,acceleration,-1.564306,14.298889,0.011968,True
27.355000,easymini,pressure,-145.150774,250.488077,0.335788,True
27.360000,telemetrum,pressure,-142.688181,250.503793,0.324450,True
27.360000,telemetrum,acceleration,0.032689,14.298889,0.000005,True
27.365000,easymini,pressure,-152.129900,250.488000,0.368855,True
27.370000,telemetrum,pressure,-131.465836,250.503714,0.275421,True
27.370000,telemetrum,acceleration,0.543743,14.298889,0.001446,True
27.375000,easymini,pressure,-148.126488,250.487922,0.349697,True
27.380000,telemetrum,pressure,-120.304658,250.503636,0.230641,True
27.380000,telemetrum,acceleration,-1.545933,14.298889,0.011689,True
27.385000,easymini,pressure,-156.204946,250.487847,0.388881,True
27.390000,telemetrum,pressure,-161.179340,250.503558,0.413991,True
27.390000,telemetrum,acceleration,-0.460487,14.298889,0.001037,True
27.395000,easymini,pressure,-145.086321,250.487766,0.335490,True
27.400000,telemetrum,pressure,-149.929215,250.503477,0.358216,True
27.400000,telemetrum,acceleration,-0.969343,14.298889,0.004596,True
27.405000,easymini,pressure,-139.064314,250.487688,0.308218,True
27.410000,telemetrum,pressure,-138.757325,250.503398,0.306821,True
27.410000,telemetrum,acceleration,-1.966683,14.298890,0.018918,True
27.415000,easymini,pressure,-147.123352,250.487612,0.344977,True
27.420000,telemetrum,pressure,-127.612354,250.503320,0.259513,True
27.420000,telemetrum,acceleration,0.167331,14.298890,0.000137,True
27.425000,easymini,pressure,-142.182682,250.487536,0.322197,True
27.430000,telemetrum,pressure,-116.518721,250.503243,0.216354,True
27.430000,telemetrum,acceleration,-1.386503,14.298890,0.009402,True
27.435000,easymini,pressure,-150.323036,250.487461,0.360146,True
27.440000,telemetrum,pressure,-170.456063,250.503167,0.463019,True
27.440000,telemetrum,acceleration,-0.307739,14.298890,0.000463,True
27.445000,easymini,pressure,-146.214718,250.487380,0.340730,True
27.450000,telemetrum,pressure,-159.188524,250.503085,0.403829,True
27.450000,telemetrum,acceleration,1.246816,14.298890,0.007603,True
27.455000,easymini,pressure,-144.158251,250.487300,0.331213,True
27.460000,telemetrum,pressure,-147.965313,250.503003,0.348894,True
27.460000,telemetrum,acceleration,1.187422,14.298890,0.006896,True
27.465000,easymini,pressure,-147.158572,250.487221,0.345144,True
27.470000,telemetrum,pressure,-136.779876,250.502923,0.298139,True
27.470000,telemetrum,acceleration,-0.939286,14.298890,0.004315,True
27.475000,easymini,pressure,-143.213349,250.487144,0.326886,True
27.480000,telemetrum,pressure,-125.677737,250.502845,0.251705,True
27.480000,telemetrum,acceleration,-1.417607,14.298890,0.009829,True
27.485000,easymini,pressure,-144.336491,250.487068,0.332033,True
27.490000,telemetrum,pressure,-162.625217,250.502768,0.421455,True
27.490000,telemetrum,acceleration,-2.917173,14.298890,0.041622,True
27.495000,easymini,pressure,-134.327211,250.486989,0.287579,True
27.500000,telemetrum,pressure,-151.482201,250.502689,0.365678,True
27.500000,telemetrum,acceleration,0.285865,14.298890,0.000400,True
27.505000,easymini,pressure,-123.379724,250.486911,0.242615,True
27.510000,telemetrum,pressure,-140.405150,250.502611,0.314153,True
27.510000,telemetrum,acceleration,0.266987,14.298890,0.000349,True
27.515000,easymini,pressure,-135.523447,250.486836,0.292724,True
27.520000,telemetrum,pressure,-129.329626,250.502533,0.266546,True
27.520000,telemetrum,acceleration,1.288874,14.298890,0.008125,True
27.525000,easymini,pressure,-141.659931,250.486760,0.319834,True
27.530000,telemetrum,pressure,-118.270261,250.502455,0.222909,True
27.530000,telemetrum,acceleration,-1.351371,14.298890,0.008932,True
27.535000,easymini,pressure,-141.842779,250.486686,0.320660,True
27.540000,telemetrum,pressure,-162.282114,250.502380,0.419679,True
27.540000,telemetrum,acceleration,1.276410,14.298890,0.007968,True
27.545000,easymini,pressure,-141.834578,250.486605,0.320623,True
27.550000,telemetrum,pressure,-151.099706,250.502298,0.363834,True
27.550000,telemetrum,acceleration,0.175788,14.298890,0.000151,True
27.555000,easymini,pressure,-143.883673,250.486526,0.329955,True
27.560000,telemetrum,pressure,-139.967677,250.502218,0.312200,True
27.560000,telemetrum,acceleration,2.230949,14.298890,0.024343,True
27.565000,easymini,pressure,-133.956008,250.486448,0.285993,True
27.570000,telemetrum,pressure,-128.906184,250.502139,0.264804,True
27.570000,telemetrum,acceleration,0.581652,14.298890,0.001655,True
27.575000,easymini,pressure,-141.128234,250.486373,0.317439,True
27.580000,telemetrum,pressure,-117.879113,250.502062,0.221437,True
27.580000,telemetrum,acceleration,1.580698,14.298890,0.012221,True
27.585000,easymini,pressure,-137.312387,250.486297,0.300505,True
27.590000,telemetrum,pressure,-165.907354,250.501986,0.438641,True
27.590000,telemetrum,acceleration,-1.072786,14.298890,0.005629,True
27.595000,easymini,pressure,-135.348272,250.486217,0.291970,True
27.600000,telemetrum,pressure,-154.777830,250.501905,0.381764,True
27.600000,telemetrum,acceleration,-0.006142,14.298890,0.000000,True
27.605000,easymini,pressure,-137.431557,250.486139,0.301027,True
27.610000,telemetrum,pressure,-143.680352,250.501825,0.328983,True
27.610000,telemetrum,acceleration,0.506624,14.298890,0.001255,True
27.615000,easymini,pressure,-126.550740,250.486061,0.255248,True
27.620000,telemetrum,pressure,-132.670462,250.501747,0.280496,True
27.620000,telemetrum,acceleration,0.998762,14.298890,0.004879,True
27.625000,easymini,pressure,-131.756015,250.485986,0.276678,True
27.630000,telemetrum,pressure,-121.684591,250.501670,0.235966,True
27.630000,telemetrum,acceleration,-3.699295,14.298890,0.066932,True
27.635000,easymini,pressure,-132.028156,250.485912,0.277822,True
27.640000,telemetrum,pressure,-173.787149,250.501595,0.481298,True
27.640000,telemetrum,acceleration,0.575586,14.298890,0.001620,True
27.645000,easymini,pressure,-132.064500,250.485831,0.277975,True
27.650000,telemetrum,pressure,-162.649763,250.501513,0.421586,True
27.650000,telemetrum,acceleration,0.543921,14.298890,0.001447,True
27.655000,easymini,pressure,-130.148938,250.485752,0.269970,True
27.660000,telemetrum,pressure,-151.569012,250.501432,0.366101,True
27.660000,telemetrum,acceleration,1.543919,14.298890,0.011659,True
27.665000,easymini,pressure,-128.280376,250.485674,0.262274,True
27.670000,telemetrum,pressure,-140.535692,250.501353,0.314741,True
27.670000,telemetrum,acceleration,0.962898,14.298890,0.004535,True
27.675000,easymini,pressure,-129.471392,250.485597,0.267167,True
27.680000,telemetrum,pressure,-129.551031,250.501275,0.267462,True
27.680000,telemetrum,acceleration,-0.633819,14.298890,0.001965,True
27.685000,easymini,pressure,-127.718768,250.485522,0.259983,True
27.690000,telemetrum,pressure,-161.635630,250.501199,0.416346,True
27.690000,telemetrum,acceleration,-0.105302,14.298890,0.000054,True
27.695000,easymini,pressure,-129.847210,250.485443,0.268720,True
27.700000,telemetrum,pressure,-150.583731,250.501118,0.361357,True
27.700000,telemetrum,acceleration,3.511597,14.298890,0.060312,True
27.705000,easymini,pressure,-129.985255,250.485365,0.269292,True
27.710000,telemetrum,pressure,-139.548720,250.501038,0.310336,True
27.710000,telemetrum,acceleration,-0.770835,14.298890,0.002906,True
27.715000,easymini,pressure,-128.205058,250.485288,0.261967,True
27.720000,telemetrum,pressure,-128.605284,250.500961,0.263572,True
27.720000,telemetrum,acceleration,0.284238,14.298890,0.000395,True
27.725000,easymini,pressure,-117.471090,250.485213,0.219937,True
27.730000,telemetrum,pressure,-117.743960,250.500886,0.220932,True
27.730000,telemetrum,acceleration,-0.253762,14.298890,0.000315,True
27.735000,easymini,pressure,-116.830840,250.485140,0.217546,True
27.740000,telemetrum,pressure,-141.938340,250.500812,0.321056,True
27.740000,telemetrum,acceleration,-0.760140,14.298890,0.002826,True
27.745000,easymini,pressure,-123.107258,250.485065,0.241548,True
27.750000,telemetrum,pressure,-131.020719,250.500735,0.273566,True
27.750000,telemetrum,acceleration,1.324563,14.298890,0.008581,True
27.755000,easymini,pressure,-133.390066,250.484989,0.283585,True
27.760000,telemetrum,pressure,-120.093403,250.500657,0.229837,True
27.760000,telemetrum,acceleration,0.233054,14.298890,0.000266,True
27.765000,easymini,pressure,-130.689395,250.484914,0.272218,True
27.770000,telemetrum,pressure,-109.234220,250.500581,0.190152,True
27.770000,telemetrum,acceleration,0.217065,14.298890,0.000230,True
27.775000,easymini,pressure,-129.046877,250.484841,0.265419,True
27.780000,telemetrum,pressure,-98.430044,250.500506,0.154397,True
27.780000,telemetrum,acceleration,-0.827927,14.298890,0.003353,True
27.785000,easymini,pressure,-131.466941,250.484769,0.275468,True
27.790000,telemetrum,pressure,-163.673758,250.500433,0.426915,True
27.790000,telemetrum,acceleration,0.228490,14.298890,0.000255,True
27.795000,easymini,pressure,-128.617598,250.484689,0.263656,True
27.800000,telemetrum,pressure,-152.663734,250.500352,0.371411,True
27.800000,telemetrum,acceleration,1.241578,14.298890,0.007540,True
27.805000,easymini,pressure,-125.818384,250.484610,0.252305,True
27.810000,telemetrum,pressure,-141.704314,250.500272,0.320000,True
27.810000,telemetrum,acceleration,0.673126,14.298890,0.002216,True
27.815000,easymini,pressure,-124.081816,250.484533,0.245389,True
27.820000,telemetrum,pressure,-130.804560,250.500194,0.272665,True
27.820000,telemetrum,acceleration,-0.401470,14.298890,0.000788,True
27.825000,easymini,pressure,-125.408145,250.484458,0.250663,True
27.830000,telemetrum,pressure,-119.956964,250.500118,0.229316,True
27.830000,telemetrum,acceleration,0.648650,14.298890,0.002058,True
27.835000,easymini,pressure,-114.768235,250.484383,0.209934,True
27.840000,telemetrum,pressure,-147.190577,250.500043,0.345259,True
27.840000,telemetrum,acceleration,-1.455128,14.298890,0.010356,True
27.845000,easymini,pressure,-114.084625,250.484307,0.207440,True
27.850000,telemetrum,pressure,-136.340916,250.499966,0.296235,True
27.850000,telemetrum,acceleration,0.668437,14.298891,0.002185,True
27.855000,easymini,pressure,-124.433978,250.484232,0.246784,True
27.860000,telemetrum,pressure,-125.480996,250.499889,0.250923,True
27.860000,telemetrum,acceleration,0.114178,14.298891,0.000064,True
27.865000,easymini,pressure,-122.795084,250.484157,0.240326,True
27.870000,telemetrum,pressure,-114.680265,250.499813,0.209586,True
27.870000,telemetrum,acceleration,-1.956817,14.298891,0.018728,True
27.875000,easymini,pressure,-121.227003,250.484084,0.234228,True
27.880000,telemetrum,pressure,-103.951720,250.499739,0.172206,True
27.880000,telemetrum,acceleration,1.728194,14.298891,0.014608,True
27.885000,easymini,pressure,-120.682439,250.484011,0.232128,True
27.890000,telemetrum,pressure,-136.242359,250.499665,0.295808,True
27.890000,telemetrum,acceleration,-0.930093,14.298891,0.004231,True
27.895000,easymini,pressure,-122.039648,250.483936,0.237379,True
27.900000,telemetrum,pressure,-125.426009,250.499588,0.250704,True
27.900000,telemetrum,acceleration,0.131849,14.298891,0.000085,True
27.905000,easymini,pressure,-123.430422,250.483861,0.242820,True
27.910000,telemetrum,pressure,-114.643472,250.499511,0.209452,True
27.910000,telemetrum,acceleration,-0.909885,14.298891,0.004049,True
27.915000,easymini,pressure,-119.871641,250.483787,0.229020,True
27.920000,telemetrum,pressure,-103.931912,250.499437,0.172141,True
27.920000,telemetrum,acceleration,0.671858,14.298891,0.002208,True
27.925000,easymini,pressure,-122.361012,250.483715,0.238631,True
27.930000,telemetrum,pressure,-93.245282,250.499363,0.138561,True
27.930000,telemetrum,acceleration,-0.401610,14.298891,0.000789,True
27.935000,easymini,pressure,-123.896564,250.483644,0.244658,True
27.940000,telemetrum,pressure,-132.609592,250.499291,0.280244,True
27.940000,telemetrum,acceleration,-0.391764,14.298891,0.000751,True
27.945000,easymini,pressure,-113.277008,250.483568,0.204515,True
27.950000,telemetrum,pressure,-121.863709,250.499215,0.236666,True
27.950000,telemetrum,acceleration,-0.891761,14.298891,0.003889,True
27.955000,easymini,pressure,-112.749819,250.483494,0.202616,True
27.960000,telemetrum,pressure,-111.172294,250.499140,0.196961,True
27.960000,telemetrum,acceleration,1.199229,14.298891,0.007034,True
27.965000,easymini,pressure,-120.254761,250.483422,0.230487,True
27.970000,telemetrum,pressure,-100.481629,250.499066,0.160902,True
27.970000,telemetrum,acceleration,0.113811,14.298891,0.000063,True
27.975000,easymini,pressure,-112.786328,250.483349,0.202747,True
27.980000,telemetrum,pressure,-89.877026,250.498993,0.128732,True
27.980000,telemetrum,acceleration,1.133776,14.298891,0.006287,True
27.985000,easymini,pressure,-117.385186,250.483279,0.219619,True
27.990000,telemetrum,pressure,-138.293334,250.498921,0.304783,True
27.990000,telemetrum,acceleration,-0.469871,14.298891,0.001080,True
27.995000,easymini,pressure,-117.794553,250.483203,0.221153,True
28.000000,telemetrum,pressure,-127.533459,250.498844,0.259201,True
28.000000,telemetrum,acceleration,-1.486896,14.298891,0.010813,True
28.005000,easymini,pressure,-112.257873,250.483128,0.200852,True
28.010000,telemetrum,pressure,-116.852015,250.498769,0.217601,True
28.010000,telemetrum,acceleration,-2.981417,14.298891,0.043475,True
28.015000,easymini,pressure,-112.802359,250.483056,0.202805,True
28.020000,telemetrum,pressure,-106.229615,250.498695,0.179838,True
28.020000,telemetrum,acceleration,0.756162,14.298891,0.002797,True
28.025000,easymini,pressure,-106.361876,250.482984,0.180308,True
28.030000,telemetrum,pressure,-95.649183,250.498622,0.145798,True
28.030000,telemetrum,acceleration,-1.860428,14.298891,0.016929,True
28.035000,easymini,pressure,-111.014415,250.482914,0.196428,True
28.040000,telemetrum,pressure,-141.120417,250.498551,0.317372,True
28.040000,telemetrum,acceleration,-0.760109,14.298891,0.002826,True
28.045000,easymini,pressure,-111.467887,250.482838,0.198036,True
28.050000,telemetrum,pressure,-130.405240,250.498474,0.271007,True
28.050000,telemetrum,acceleration,-0.225032,14.298891,0.000248,True
28.055000,easymini,pressure,-100.962356,250.482763,0.162466,True
28.060000,telemetrum,pressure,-119.774641,250.498399,0.228623,True
28.060000,telemetrum,acceleration,1.328467,14.298891,0.008632,True
28.065000,easymini,pressure,-101.531377,250.482691,0.164303,True
28.070000,telemetrum,pressure,-109.176189,250.498325,0.189953,True
28.070000,telemetrum,acceleration,0.237970,14.298891,0.000277,True
28.075000,easymini,pressure,-102.153488,250.482619,0.166323,True
28.080000,telemetrum,pressure,-98.631751,250.498253,0.155033,True
28.080000,telemetrum,acceleration,0.222853,14.298891,0.000243,True
28.085000,easymini,pressure,-105.819960,250.482549,0.178476,True
28.090000,telemetrum,pressure,-144.120521,250.498181,0.331011,True
28.090000,telemetrum,acceleration,-1.342948,14.298891,0.008821,True
28.095000,easymini,pressure,-106.312404,250.482474,0.180141,True
28.100000,telemetrum,pressure,-133.444841,250.498104,0.283788,True
28.100000,telemetrum,acceleration,1.806301,14.298891,0.015958,True
28.105000,easymini,pressure,-103.824194,250.482398,0.171808,True
28.110000,telemetrum,pressure,-122.799907,250.498028,0.240319,True
28.110000,telemetrum,acceleration,-0.344381,14.298891,0.000580,True
28.115000,easymini,pressure,-103.409272,250.482325,0.170437,True
28.120000,telemetrum,pressure,-112.221836,250.497954,0.200700,True
28.120000,telemetrum,acceleration,1.214204,14.298891,0.007211,True
28.125000,easymini,pressure,-102.029832,250.482253,0.165921,True
28.130000,telemetrum,pressure,-101.683339,250.497881,0.164775,True
28.130000,telemetrum,acceleration,-1.931369,14.298891,0.018244,True
28.135000,easymini,pressure,-100.727713,250.482183,0.161713,True
28.140000,telemetrum,pressure,-135.223826,250.497809,0.291406,True
28.140000,telemetrum,acceleration,0.722326,14.298891,0.002552,True
28.145000,easymini,pressure,-101.283703,250.482108,0.163503,True
28.150000,telemetrum,pressure,-124.612062,250.497734,0.247464,True
28.150000,telemetrum,acceleration,1.716511,14.298891,0.014411,True
28.155000,easymini,pressure,-102.875624,250.482034,0.168683,True
28.160000,telemetrum,pressure,-114.032599,250.497658,0.207229,True
28.160000,telemetrum,acceleration,-1.460190,14.298891,0.010428,True
28.165000,easymini,pressure,-92.533396,250.481962,0.136472,True
28.170000,telemetrum,pressure,-103.567464,250.497587,0.170938,True
28.170000,telemetrum,acceleration,0.145074,14.298891,0.000103,True
28.175000,easymini,pressure,-90.264681,250.481892,0.129862,True
28.180000,telemetrum,pressure,-93.145234,250.497516,0.138266,True
28.180000,telemetrum,acceleration,-1.415732,14.298891,0.009803,True
28.185000,easymini,pressure,-98.063846,250.481824,0.153273,True
28.190000,telemetrum,pressure,-115.752988,250.497445,0.213529,True
28.190000,telemetrum,acceleration,1.217228,14.298891,0.007247,True
28.195000,easymini,pressure,-92.729139,250.481752,0.137050,True
28.200000,telemetrum,pressure,-105.275321,250.497373,0.176623,True
28.200000,telemetrum,acceleration,-0.898317,14.298891,0.003947,True
28.205000,easymini,pressure,-94.478209,250.481682,0.142269,True
28.210000,telemetrum,pressure,-94.855602,250.497301,0.143390,True
28.210000,telemetrum,acceleration,0.163891,14.298891,0.000131,True
28.215000,easymini,pressure,-92.258450,250.481612,0.135663,True
28.220000,telemetrum,pressure,-84.482917,250.497231,0.113745,True
28.220000,telemetrum,acceleration,0.672491,14.298891,0.002212,True
28.225000,easymini,pressure,-95.089228,250.481544,0.144116,True
28.230000,telemetrum,pressure,-74.141799,250.497161,0.087603,True
28.230000,telemetrum,acceleration,-1.429746,14.298891,0.009998,True
28.235000,easymini,pressure,-91.972349,250.481477,0.134823,True
28.240000,telemetrum,pressure,-118.877605,250.497094,0.225214,True
28.240000,telemetrum,acceleration,0.693875,14.298891,0.002355,True
28.245000,easymini,pressure,-86.681661,250.481405,0.119758,True
28.250000,telemetrum,pressure,-108.444533,250.497021,0.187418,True
28.250000,telemetrum,acceleration,-0.379941,14.298891,0.000706,True
28.255000,easymini,pressure,-85.466023,250.481335,0.116422,True
28.260000,telemetrum,pressure,-98.072107,250.496950,0.153280,True
28.260000,telemetrum,acceleration,-0.369025,14.298891,0.000666,True
28.265000,easymini,pressure,-83.301230,250.481266,0.110599,True
28.270000,telemetrum,pressure,-87.755127,250.496881,0.122727,True
28.270000,telemetrum,acceleration,1.191770,14.298891,0.006947,True
28.275000,easymini,pressure,-73.178162,250.481198,0.085352,True
28.280000,telemetrum,pressure,-77.511396,250.496813,0.095747,True
28.280000,telemetrum,acceleration,0.628529,14.298891,0.001932,True
28.285000,easymini,pressure,-80.144155,250.481133,0.102375,True
28.290000,telemetrum,pressure,-106.291625,250.496746,0.180050,True
28.290000,telemetrum,acceleration,-0.442353,14.298891,0.000957,True
28.295000,easymini,pressure,-81.985559,250.481063,0.107133,True
28.300000,telemetrum,pressure,-95.965218,250.496675,0.146765,True
28.300000,telemetrum,acceleration,-1.458705,14.298891,0.010407,True
28.305000,easymini,pressure,-81.874360,250.480995,0.106843,True
28.310000,telemetrum,pressure,-85.694867,250.496606,0.117032,True
28.310000,telemetrum,acceleration,0.147266,14.298892,0.000106,True
28.315000,easymini,pressure,-79.796904,250.480928,0.101490,True
28.320000,telemetrum,pressure,-75.466222,250.496538,0.090762,True
28.320000,telemetrum,acceleration,0.657125,14.298892,0.002112,True
28.325000,easymini,pressure,-87.769086,250.480862,0.122782,True
28.330000,telemetrum,pressure,-65.248739,250.496470,0.067849,True
28.330000,telemetrum,acceleration,0.105960,14.298892,0.000055,True
28.335000,easymini,pressure,-81.760812,250.480796,0.106547,True
28.340000,telemetrum,pressure,-116.105824,250.496403,0.214835,True
28.340000,telemetrum,acceleration,0.096401,14.298892,0.000045,True
28.345000,easymini,pressure,-77.583269,250.480725,0.095937,True
28.350000,telemetrum,pressure,-105.783402,250.496332,0.178333,True
28.350000,telemetrum,acceleration,1.117619,14.298892,0.006109,True
28.355000,easymini,pressure,-83.459164,250.480655,0.111020,True
28.360000,telemetrum,pressure,-95.475914,250.496260,0.145273,True
28.360000,telemetrum,acceleration,-0.993284,14.298892,0.004826,True
28.365000,easymini,pressure,-80.375157,250.480587,0.102966,True
28.370000,telemetrum,pressure,-85.244595,250.496191,0.115806,True
28.370000,telemetrum,acceleration,-0.446510,14.298892,0.000975,True
28.375000,easymini,pressure,-78.344589,250.480519,0.097830,True
28.380000,telemetrum,pressure,-75.063442,250.496123,0.089796,True
28.380000,telemetrum,acceleration,1.117968,14.298892,0.006113,True
28.385000,easymini,pressure,-68.354855,250.480453,0.074472,True
28.390000,telemetrum,pressure,-118.954591,250.496057,0.225507,True
28.390000,telemetrum,acceleration,-0.993183,14.298892,0.004825,True
28.395000,easymini,pressure,-70.255210,250.480383,0.078670,True
28.400000,telemetrum,pressure,-108.687815,250.495986,0.188261,True
28.400000,telemetrum,acceleration,0.593228,14.298892,0.001721,True
28.405000,easymini,pressure,-80.181316,250.480314,0.102471,True
28.410000,telemetrum,pressure,-98.415628,250.495914,0.154357,True
28.410000,telemetrum,acceleration,0.044030,14.298892,0.000009,True
28.415000,easymini,pressure,-76.119259,250.480245,0.092351,True
28.420000,telemetrum,pressure,-88.210135,250.495845,0.124004,True
28.420000,telemetrum,acceleration,-0.992073,14.298892,0.004814,True
28.425000,easymini,pressure,-79.126770,250.480178,0.099793,True
28.430000,telemetrum,pressure,-78.048065,250.495776,0.097079,True
28.430000,telemetrum,acceleration,0.594881,14.298892,0.001731,True
28.435000,easymini,pressure,-75.155681,250.480111,0.090028,True
28.440000,telemetrum,pressure,-95.934673,250.495709,0.146673,True
28.440000,telemetrum,acceleration,-0.474187,14.298892,0.001100,True
28.445000,easymini,pressure,-72.144623,250.480043,0.082959,True
28.450000,telemetrum,pressure,-85.777017,250.495640,0.117258,True
28.450000,telemetrum,acceleration,0.581318,14.298892,0.001653,True
28.455000,easymini,pressure,-73.182109,250.479976,0.085362,True
28.460000,telemetrum,pressure,-75.652772,250.495572,0.091211,True
28.460000,telemetrum,acceleration,0.553401,14.298892,0.001498,True
28.465000,easymini,pressure,-71.261045,250.479910,0.080939,True
28.470000,telemetrum,pressure,-65.582232,250.495505,0.068544,True
28.470000,telemetrum,acceleration,0.006954,14.298892,0.000000,True
28.475000,easymini,pressure,-74.396944,250.479845,0.088220,True
28.480000,telemetrum,pressure,-55.550050,250.495439,0.049178,True
28.480000,telemetrum,acceleration,0.523301,14.298892,0.001339,True
28.485000,easymini,pressure,-68.561931,250.479781,0.074924,True
28.490000,telemetrum,pressure,-102.582315,250.495375,0.167705,True
28.490000,telemetrum,acceleration,0.497192,14.298892,0.001209,True
28.495000,easymini,pressure,-58.572452,250.479712,0.054682,True
28.500000,telemetrum,pressure,-92.473474,250.495306,0.136281,True
28.500000,telemetrum,acceleration,-0.047314,14.298892,0.000011,True
28.505000,easymini,pressure,-63.670710,250.479646,0.064615,True
28.510000,telemetrum,pressure,-82.395247,250.495238,0.108195,True
28.510000,telemetrum,acceleration,-0.569156,14.298892,0.001584,True
28.515000,easymini,pressure,-63.798935,250.479580,0.064876,True
28.520000,telemetrum,pressure,-72.366967,250.495172,0.083461,True
28.520000,telemetrum,acceleration,0.490853,14.298892,0.001178,True
28.525000,easymini,pressure,-63.963409,250.479516,0.065211,True
28.530000,telemetrum,pressure,-62.375224,250.495106,0.062005,True
28.530000,telemetrum,acceleration,-0.572729,14.298892,0.001604,True
28.535000,easymini,pressure,-67.180860,250.479452,0.071936,True
28.540000,telemetrum,pressure,-90.425703,250.495041,0.130312,True
28.540000,telemetrum,acceleration,-0.033134,14.298892,0.000005,True
28.545000,easymini,pressure,-63.278952,250.479385,0.063823,True
28.550000,telemetrum,pressure,-80.382260,250.494973,0.102973,True
